Employee ID,Age,Age Group,Attrition,Department,Education,Education Field,Environment Satisfaction,Gender,Job Involvement,Job Role,Job Satisfaction,Marital Status,Monthly Income,Salary Slab,Over Time,Performance Rating,Relationship Satisfaction,Training Times Last Year,Work Life Balance,Years At Company,Years Since Last Promotion,Num Attrition,Num Gender
RM611,27,26-35,No,Research & Development,1,Technical Degree,3,Male,2,Research Director,4,Divorced,12808,10k-15k,Yes,3,2,3,3,9,0,0,0
RM616,27,26-35,No,Research & Development,3,Medical,4,Male,3,Research Scientist,4,Married,1706,Upto 5k,No,3,3,6,2,0,0,0,0
RM671,27,26-35,No,Research & Development,3,Life Sciences,2,Female,3,Research Scientist,3,Single,2318,Upto 5k,No,3,3,2,3,1,0,0,1
RM718,27,26-35,No,Research & Development,4,Technical Degree,3,Female,3,Laboratory Technician,2,Married,2811,Upto 5k,No,3,2,2,3,2,2,0,1
RM740,27,26-35,No,Research & Development,4,Life Sciences,1,Female,3,Manufacturing Director,4,Married,4227,Upto 5k,No,3,2,2,3,3,2,0,1
RM787,27,26-35,No,Research & Development,5,Life Sciences,1,Male,1,Laboratory Technician,3,Married,4621,Upto 5k,No,3,4,4,3,3,1,0,0
RM834,27,26-35,No,Research & Development,3,Life Sciences,4,Male,2,Research Scientist,3,Married,2539,Upto 5k,No,3,3,0,3,4,2,0,0
RM890,27,26-35,No,Research & Development,3,Life Sciences,1,Male,3,Research Scientist,1,Married,2235,Upto 5k,Yes,3,4,3,2,9,6,0,0
RM903,27,26-35,No,Research & Development,2,Life Sciences,1,Male,3,Research Scientist,3,Divorced,2517,Upto 5k,No,3,2,2,3,5,0,0,0
RM971,27,26-35,No,Sales,3,Medical,3,Female,4,Sales Representative,4,Married,2534,Upto 5k,No,3,2,4,3,1,0,0,1
RM975,27,26-35,No,Sales,1,Life Sciences,4,Male,1,Sales Executive,4,Single,5071,5k-10k,No,4,2,3,3,6,0,0,0
RM997,27,26-35,No,Sales,3,Marketing,4,Female,2,Sales Executive,4,Married,5769,5k-10k,Yes,3,4,3,3,6,4,0,1
RM998,27,26-35,Yes,Research & Development,4,Life Sciences,4,Female,3,Research Scientist,3,Single,2394,Upto 5k,Yes,3,4,2,3,8,7,1,1
RM1018,27,26-35,No,Research & Development,1,Life Sciences,2,Male,3,Laboratory Technician,1,Married,2099,Upto 5k,No,3,2,3,4,5,1,0,0
RM1150,27,26-35,No,Research & Development,3,Other,4,Male,2,Laboratory Technician,1,Divorced,4066,Upto 5k,No,3,1,3,3,7,0,0,0
RM1170,27,26-35,No,Research & Development,3,Medical,2,Female,4,Research Scientist,3,Married,3517,Upto 5k,No,3,1,0,3,3,0,0,1
RM1171,27,26-35,No,Research & Development,3,Medical,4,Male,3,Research Scientist,4,Single,2580,Upto 5k,No,3,3,0,2,4,1,0,0
RM1249,27,26-35,No,Research & Development,3,Medical,3,Female,3,Research Scientist,4,Single,3445,Upto 5k,No,3,3,5,2,6,1,0,1
RM1318,27,26-35,No,Research & Development,2,Life Sciences,4,Female,3,Laboratory Technician,4,Single,2379,Upto 5k,Yes,3,3,3,2,5,0,0,1
RM1329,27,26-35,No,Sales,1,Medical,2,Female,2,Sales Representative,3,Married,3540,Upto 5k,No,4,4,5,3,9,5,0,1
RM1335,27,26-35,No,Research & Development,3,Life Sciences,4,Female,2,Research Scientist,1,Married,4774,Upto 5k,No,3,4,2,2,7,7,0,1
RM1351,27,26-35,No,Sales,2,Medical,1,Female,4,Sales Executive,3,Single,6500,5k-10k,No,3,2,5,2,8,0,0,1
RM1368,27,26-35,No,Research & Development,4,Technical Degree,2,Male,3,Research Scientist,2,Married,2226,Upto 5k,No,3,3,3,2,5,1,0,0
RM1380,27,26-35,Yes,Human Resources,3,Human Resources,1,Female,2,Human Resources,2,Married,2863,Upto 5k,No,3,1,2,3,1,0,1,1
RM1394,27,26-35,No,Sales,3,Marketing,4,Male,3,Sales Executive,4,Single,4105,Upto 5k,No,3,1,5,3,7,0,0,0
RM1468,27,26-35,No,Research & Development,3,Life Sciences,2,Male,4,Manufacturing Director,2,Married,6142,5k-10k,Yes,4,2,0,3,6,0,0,0
RM015,28,26-35,Yes,Research & Development,3,Life Sciences,3,Male,2,Laboratory Technician,3,Single,2028,Upto 5k,Yes,3,2,4,3,4,0,1,0
RM052,28,26-35,Yes,Research & Development,4,Technical Degree,3,Male,3,Laboratory Technician,3,Single,3441,Upto 5k,Yes,3,3,3,2,2,2,1,0
RM098,28,26-35,No,Sales,3,Medical,2,Male,3,Sales Executive,3,Married,4221,Upto 5k,No,3,2,3,4,5,0,0,0
RM163,28,26-35,No,Research & Development,3,Medical,3,Male,3,Research Scientist,4,Married,2713,Upto 5k,No,3,3,2,1,5,0,0,0
RM265,28,26-35,Yes,Research & Development,4,Life Sciences,1,Male,3,Laboratory Technician,3,Single,3485,Upto 5k,No,3,3,5,1,0,0,1,0
RM273,28,26-35,No,Research & Development,3,Medical,4,Male,3,Research Scientist,4,Married,2070,Upto 5k,No,4,4,3,2,5,0,0,0
RM290,28,26-35,No,Research & Development,2,Life Sciences,4,Female,3,Research Scientist,4,Single,3310,Upto 5k,No,4,4,3,3,5,0,0,1
RM303,28,26-35,No,Research & Development,2,Medical,2,Male,4,Healthcare Representative,1,Single,5661,5k-10k,No,3,3,2,3,8,0,0,0
RM324,28,26-35,Yes,Research & Development,4,Medical,1,Male,1,Research Scientist,4,Married,3464,Upto 5k,Yes,3,4,4,2,3,2,1,0
RM375,28,26-35,No,Sales,4,Life Sciences,2,Male,3,Sales Executive,4,Single,5253,5k-10k,No,3,4,1,3,7,0,0,0
RM405,28,26-35,No,Research & Development,2,Medical,3,Male,3,Laboratory Technician,1,Divorced,4558,Upto 5k,No,3,4,2,3,10,1,0,0
RM541,28,26-35,Yes,Research & Development,2,Life Sciences,1,Female,1,Research Scientist,2,Single,2216,Upto 5k,Yes,3,4,4,3,7,3,1,1
RM599,28,26-35,Yes,Research & Development,4,Medical,3,Male,3,Research Scientist,3,Single,4382,Upto 5k,No,3,4,3,2,2,2,1,0
RM613,28,26-35,No,Sales,4,Marketing,2,Female,3,Sales Executive,2,Married,4779,Upto 5k,Yes,4,1,2,3,8,7,0,1
RM630,28,26-35,No,Human Resources,2,Medical,2,Male,2,Human Resources,4,Divorced,4936,Upto 5k,No,3,4,6,3,5,0,0,0
RM660,28,26-35,No,Sales,4,Medical,1,Male,3,Sales Executive,4,Single,4908,Upto 5k,No,3,2,3,3,4,0,0,0
RM669,28,26-35,No,Research & Development,3,Medical,3,Female,3,Research Scientist,3,Divorced,2377,Upto 5k,No,3,2,2,3,2,2,0,1
RM765,28,26-35,No,Sales,1,Medical,4,Male,3,Sales Representative,2,Married,1052,Upto 5k,No,4,2,5,3,1,0,0,0
RM781,28,26-35,Yes,Research & Development,2,Technical Degree,2,Male,2,Healthcare Representative,1,Single,8722,5k-10k,No,3,1,2,2,10,1,1,0
RM789,28,26-35,No,Research & Development,3,Other,3,Female,3,Research Scientist,3,Single,3660,Upto 5k,No,3,4,4,4,8,1,0,1
RM794,28,26-35,No,Research & Development,2,Life Sciences,1,Male,3,Laboratory Technician,3,Divorced,2207,Upto 5k,No,3,4,5,2,4,2,0,0
RM801,28,26-35,Yes,Research & Development,3,Medical,1,Male,2,Laboratory Technician,2,Divorced,2596,Upto 5k,No,3,1,2,3,1,0,1,0
RM810,28,26-35,No,Research & Development,3,Medical,4,Female,3,Manufacturing Director,2,Divorced,7655,5k-10k,No,3,2,3,2,9,1,0,1
RM820,28,26-35,No,Research & Development,1,Life Sciences,1,Male,2,Research Scientist,2,Married,3201,Upto 5k,No,3,1,2,1,5,0,0,0
RM828,28,26-35,No,Research & Development,3,Life Sciences,3,Male,2,Research Scientist,3,Divorced,2703,Upto 5k,Yes,3,4,2,3,3,0,0,0
RM843,28,26-35,Yes,Research & Development,1,Life Sciences,3,Female,3,Laboratory Technician,4,Married,2515,Upto 5k,Yes,3,4,4,2,1,0,1,1
RM869,28,26-35,No,Research & Development,4,Medical,4,Male,2,Laboratory Technician,1,Married,3196,Upto 5k,No,3,3,2,3,6,3,0,0
RM922,28,26-35,No,Research & Development,4,Medical,4,Male,3,Laboratory Technician,3,Single,2154,Upto 5k,Yes,3,3,2,2,4,0,0,0
RM930,28,26-35,No,Research & Development,3,Life Sciences,4,Male,2,Laboratory Technician,4,Married,3867,Upto 5k,Yes,3,2,2,3,2,2,0,0
RM934,28,26-35,No,Research & Development,3,Technical Degree,4,Male,3,Research Scientist,1,Single,2080,Upto 5k,No,3,2,2,2,3,1,0,0
RM945,28,26-35,No,Research & Development,3,Life Sciences,3,Female,1,Laboratory Technician,4,Married,6674,5k-10k,No,3,1,6,3,9,7,0,1
RM985,28,26-35,No,Sales,3,Life Sciences,3,Male,2,Sales Executive,1,Married,4724,Upto 5k,No,3,3,0,3,5,0,0,0
RM1042,28,26-35,No,Sales,3,Medical,4,Male,3,Sales Executive,1,Single,8463,5k-10k,No,3,4,4,3,5,1,0,0
RM1057,28,26-35,Yes,Sales,3,Technical Degree,1,Male,3,Sales Representative,3,Married,2909,Upto 5k,No,3,4,3,4,3,1,1,0
RM1069,28,26-35,Yes,Research & Development,2,Medical,3,Male,2,Laboratory Technician,1,Single,2561,Upto 5k,No,3,3,2,2,0,0,1,0
RM1070,28,26-35,No,Research & Development,3,Life Sciences,1,Male,2,Research Scientist,3,Divorced,1563,Upto 5k,No,3,4,2,1,1,0,0,0
RM1071,28,26-35,No,Sales,3,Life Sciences,3,Male,3,Sales Executive,1,Single,4898,Upto 5k,No,3,4,5,3,4,1,0,0
RM1074,28,26-35,No,Research & Development,1,Life Sciences,3,Male,1,Manufacturing Director,2,Married,6549,5k-10k,No,3,2,2,2,8,1,0,0
RM1137,28,26-35,Yes,Research & Development,3,Medical,3,Male,3,Laboratory Technician,2,Married,2408,Upto 5k,Yes,3,3,3,3,1,0,1,0
RM1152,28,26-35,No,Research & Development,3,Medical,2,Female,1,Manufacturing Director,1,Divorced,4877,Upto 5k,No,4,2,5,2,5,0,0,1
RM1284,28,26-35,No,Research & Development,3,Life Sciences,3,Male,3,Research Scientist,4,Married,2044,Upto 5k,No,3,3,6,4,5,0,0,0
RM1308,28,26-35,No,Research & Development,3,Medical,3,Female,3,Research Scientist,1,Married,3591,Upto 5k,No,4,3,3,3,3,1,0,1
RM1324,28,26-35,No,Human Resources,2,Life Sciences,3,Male,3,Human Resources,4,Divorced,2706,Upto 5k,No,3,2,2,3,3,2,0,0
RM1338,28,26-35,No,Sales,3,Medical,2,Female,3,Sales Representative,2,Married,2856,Upto 5k,No,3,4,3,3,1,0,0,1
RM1365,28,26-35,No,Sales,2,Life Sciences,3,Male,2,Sales Executive,4,Married,6834,5k-10k,Yes,3,3,2,3,7,0,0,0
RM1370,28,26-35,Yes,Sales,2,Marketing,4,Female,3,Sales Executive,3,Single,9854,5k-10k,Yes,3,4,0,3,2,2,1,1
RM1382,28,26-35,No,Research & Development,3,Medical,3,Male,3,Research Scientist,3,Single,2144,Upto 5k,No,3,3,3,2,5,1,0,0
RM1391,28,26-35,Yes,Research & Development,3,Technical Degree,3,Male,2,Laboratory Technician,4,Divorced,2367,Upto 5k,No,3,1,2,2,4,0,1,0
RM012,29,26-35,No,Research & Development,2,Life Sciences,4,Female,2,Laboratory Technician,3,Single,4193,Upto 5k,Yes,3,4,3,3,9,0,0,1
RM016,29,26-35,No,Research & Development,4,Life Sciences,2,Female,4,Manufacturing Director,1,Divorced,9980,5k-10k,No,3,3,1,3,10,8,0,1
RM072,29,26-35,No,Research & Development,3,Life Sciences,3,Male,3,Research Scientist,2,Married,2703,Upto 5k,No,4,4,3,3,5,0,0,0
RM156,29,26-35,No,Research & Development,1,Technical Degree,4,Male,3,Manufacturing Director,3,Married,4319,Upto 5k,No,3,1,1,3,10,0,0,0
RM206,29,26-35,Yes,Sales,3,Marketing,2,Female,3,Sales Executive,4,Married,7639,5k-10k,No,4,4,3,2,10,1,1,1
RM218,29,26-35,Yes,Research & Development,3,Technical Degree,3,Male,3,Research Scientist,3,Single,2058,Upto 5k,No,3,4,1,2,6,1,1,0
RM228,29,26-35,No,Sales,1,Medical,2,Female,3,Sales Executive,4,Married,7918,5k-10k,No,3,4,5,3,11,4,0,1
RM230,29,26-35,Yes,Research & Development,1,Medical,3,Male,2,Research Scientist,4,Single,2389,Upto 5k,Yes,3,3,3,2,4,0,1,0
RM253,29,26-35,No,Research & Development,3,Life Sciences,3,Male,3,Research Scientist,4,Single,2340,Upto 5k,No,3,1,1,3,6,1,0,0
RM255,29,26-35,No,Sales,2,Marketing,4,Male,3,Sales Executive,4,Divorced,6931,5k-10k,No,3,4,2,3,3,0,0,0
RM266,29,26-35,No,Sales,3,Medical,1,Male,2,Sales Executive,2,Married,6644,5k-10k,No,3,2,2,3,0,0,0,0
RM283,29,26-35,No,Sales,2,Life Sciences,2,Male,3,Sales Executive,4,Single,4554,Upto 5k,No,3,1,3,2,10,0,0,0
RM337,29,26-35,Yes,Research & Development,4,Other,2,Male,1,Laboratory Technician,1,Married,2119,Upto 5k,Yes,3,4,4,2,7,0,1,0
RM338,29,26-35,No,Research & Development,5,Other,2,Male,2,Laboratory Technician,4,Single,3983,Upto 5k,No,3,3,2,3,3,2,0,0
RM344,29,26-35,No,Sales,1,Marketing,4,Female,2,Sales Executive,2,Divorced,8268,5k-10k,Yes,3,1,2,3,7,1,0,1
RM350,29,26-35,No,Sales,3,Life Sciences,4,Male,3,Sales Executive,3,Married,4649,Upto 5k,No,3,1,3,2,4,0,0,0
RM372,29,26-35,No,Research & Development,3,Life Sciences,4,Male,3,Research Scientist,4,Single,2201,Upto 5k,No,3,4,4,3,3,1,0,0
RM421,29,26-35,No,Research & Development,4,Medical,2,Male,2,Research Director,3,Married,11935,10k-15k,No,3,3,2,3,10,0,0,0
RM422,29,26-35,Yes,Research & Development,5,Technical Degree,3,Female,2,Research Scientist,2,Married,2546,Upto 5k,No,3,2,2,4,2,1,1,1
RM455,29,26-35,No,Research & Development,3,Technical Degree,4,Male,3,Manufacturing Director,4,Divorced,4262,Upto 5k,No,3,2,2,4,3,1,0,0
RM508,29,26-35,No,Sales,2,Medical,2,Female,3,Sales Executive,3,Married,5561,5k-10k,No,3,1,5,2,6,1,0,1
RM520,29,26-35,No,Research & Development,4,Life Sciences,2,Male,1,Research Scientist,4,Divorced,2720,Upto 5k,No,3,4,5,3,10,2,0,0
RM547,29,26-35,No,Sales,3,Life Sciences,3,Male,3,Sales Representative,3,Single,2642,Upto 5k,No,3,3,6,3,1,0,0,0
RM556,29,26-35,No,Sales,3,Marketing,4,Male,3,Sales Representative,2,Divorced,2297,Upto 5k,No,3,4,2,3,2,2,0,0
RM573,29,26-35,No,Research & Development,3,Medical,2,Female,3,Healthcare Representative,3,Married,4335,Upto 5k,No,3,1,3,2,8,1,0,1
RM590,29,26-35,Yes,Research & Development,2,Life Sciences,2,Female,2,Laboratory Technician,1,Married,2319,Upto 5k,Yes,3,4,1,3,1,0,1,1
RM595,29,26-35,No,Research & Development,2,Life Sciences,3,Male,4,Research Scientist,3,Married,2700,Upto 5k,No,4,3,3,3,10,0,0,0
RM646,29,26-35,Yes,Sales,3,Medical,2,Female,2,Sales Representative,3,Divorced,2800,Upto 5k,Yes,3,3,3,3,3,0,1,1
RM658,29,26-35,No,Research & Development,1,Medical,1,Female,2,Laboratory Technician,4,Divorced,2532,Upto 5k,No,3,3,5,3,4,0,0,1
RM698,29,26-35,No,Sales,3,Technical Degree,3,Female,3,Sales Representative,4,Married,2157,Upto 5k,No,3,2,5,3,3,0,0,1
RM712,29,26-35,Yes,Research & Development,3,Life Sciences,4,Female,2,Research Scientist,1,Single,2404,Upto 5k,Yes,4,3,5,3,0,0,1,1
RM809,29,26-35,No,Research & Development,4,Life Sciences,3,Female,3,Research Scientist,4,Divorced,2514,Upto 5k,No,4,1,1,3,7,1,0,1
RM824,29,26-35,No,Research & Development,3,Life Sciences,4,Female,3,Research Scientist,2,Divorced,3291,Upto 5k,No,3,4,2,2,7,1,0,1
RM826,29,26-35,No,Research & Development,1,Medical,2,Male,2,Manufacturing Director,4,Married,5056,5k-10k,Yes,3,3,2,2,10,1,0,0
RM837,29,26-35,Yes,Sales,1,Life Sciences,4,Female,2,Sales Executive,1,Married,7336,5k-10k,No,3,1,3,1,11,3,1,1
RM853,29,26-35,No,Research & Development,1,Medical,2,Female,3,Laboratory Technician,4,Married,3131,Upto 5k,No,3,1,5,3,10,0,0,1
RM860,29,26-35,No,Research & Development,1,Life Sciences,2,Female,1,Research Scientist,4,Married,2168,Upto 5k,Yes,3,1,2,2,5,1,0,1
RM894,29,26-35,No,Research & Development,3,Life Sciences,1,Female,3,Research Scientist,4,Divorced,3760,Upto 5k,No,3,1,5,3,3,1,0,1
RM904,29,26-35,No,Research & Development,3,Life Sciences,3,Male,3,Healthcare Representative,4,Divorced,6623,5k-10k,Yes,3,2,2,3,6,1,0,0
RM906,29,26-35,No,Research & Development,3,Life Sciences,4,Female,2,Research Director,4,Divorced,16124,15k+,No,3,2,2,2,7,1,0,1
RM933,29,26-35,Yes,Research & Development,3,Technical Degree,2,Female,3,Laboratory Technician,3,Divorced,3339,Upto 5k,Yes,3,1,2,3,7,7,1,1
RM1006,29,26-35,No,Human Resources,3,Other,2,Male,2,Human Resources,1,Single,7988,5k-10k,No,3,1,3,2,10,0,0,0
RM1008,29,26-35,Yes,Research & Development,1,Other,3,Female,3,Healthcare Representative,4,Single,7553,5k-10k,Yes,3,1,1,3,8,7,1,1
RM1058,29,26-35,Yes,Sales,3,Technical Degree,1,Female,3,Sales Executive,2,Single,5765,5k-10k,No,3,1,4,1,5,0,1,1
RM1064,29,26-35,No,Sales,3,Life Sciences,3,Male,2,Sales Executive,3,Divorced,8620,5k-10k,No,3,3,3,3,10,0,0,0
RM1073,29,26-35,No,Research & Development,1,Life Sciences,4,Female,3,Laboratory Technician,2,Married,3180,Upto 5k,No,3,3,3,3,3,0,0,1
RM1078,29,26-35,Yes,Research & Development,4,Technical Degree,1,Male,2,Research Scientist,1,Single,2362,Upto 5k,No,3,3,2,1,9,0,1,0
RM1091,29,26-35,No,Research & Development,1,Other,3,Female,1,Healthcare Representative,1,Married,9715,5k-10k,No,3,3,3,3,7,0,0,1
RM1105,29,26-35,No,Research & Development,3,Life Sciences,3,Male,4,Research Scientist,3,Married,2451,Upto 5k,No,3,1,2,2,1,0,0,0
RM1123,29,26-35,No,Research & Development,1,Medical,2,Male,3,Laboratory Technician,1,Single,4723,Upto 5k,Yes,3,4,3,3,10,1,0,0
RM1126,29,26-35,No,Research & Development,1,Life Sciences,1,Male,3,Healthcare Representative,4,Divorced,8853,5k-10k,No,3,4,0,4,6,1,0,0
RM1173,29,26-35,No,Sales,3,Medical,3,Male,2,Sales Executive,3,Single,5869,5k-10k,No,3,3,2,3,5,1,0,0
RM1189,29,26-35,No,Sales,3,Medical,1,Male,2,Sales Executive,2,Divorced,4187,Upto 5k,Yes,3,2,3,2,10,0,0,0
RM1220,29,26-35,No,Research & Development,4,Medical,4,Female,3,Laboratory Technician,3,Married,2974,Upto 5k,No,3,3,2,3,5,1,0,1
RM1250,29,26-35,Yes,Sales,3,Marketing,2,Female,1,Sales Representative,2,Single,2760,Upto 5k,No,3,3,3,3,2,2,1,1
RM1251,29,26-35,No,Research & Development,3,Life Sciences,4,Male,4,Healthcare Representative,3,Single,6294,5k-10k,Yes,3,4,5,4,3,0,0,0
RM1259,29,26-35,No,Research & Development,3,Technical Degree,4,Female,2,Research Scientist,1,Divorced,2109,Upto 5k,No,3,3,2,3,1,0,0,1
RM1314,29,26-35,Yes,Human Resources,3,Human Resources,1,Male,2,Human Resources,1,Divorced,2335,Upto 5k,Yes,3,4,3,3,2,2,1,0
RM1319,29,26-35,No,Research & Development,1,Medical,4,Male,3,Laboratory Technician,4,Married,3812,Upto 5k,No,3,2,3,4,11,3,0,0
RM1325,29,26-35,No,Research & Development,1,Life Sciences,4,Male,1,Healthcare Representative,3,Divorced,6384,5k-10k,No,3,4,3,3,7,1,0,0
RM1330,29,26-35,No,Human Resources,1,Medical,4,Male,2,Human Resources,2,Married,2804,Upto 5k,No,3,4,3,3,1,0,0,0
RM1333,29,26-35,Yes,Research & Development,2,Life Sciences,4,Male,2,Research Scientist,4,Single,2439,Upto 5k,Yes,4,2,3,2,1,1,1,0
RM1344,29,26-35,No,Research & Development,3,Life Sciences,4,Male,3,Laboratory Technician,1,Single,2062,Upto 5k,No,3,2,2,3,3,1,0,0
RM1366,29,26-35,Yes,Sales,3,Technical Degree,3,Male,4,Sales Representative,1,Single,1091,Upto 5k,No,3,4,3,3,1,0,1,0
RM1388,29,26-35,No,Research & Development,3,Life Sciences,1,Male,3,Healthcare Representative,1,Married,5373,5k-10k,No,3,1,5,2,5,0,0,0
RM1443,29,26-35,Yes,Research & Development,4,Medical,1,Male,3,Research Scientist,4,Married,4787,Upto 5k,Yes,3,2,3,4,2,2,1,0
RM1460,29,26-35,No,Research & Development,2,Other,4,Male,2,Laboratory Technician,2,Married,4025,Upto 5k,Yes,3,1,2,3,4,0,0,0
RM1461,29,26-35,No,Research & Development,4,Medical,4,Female,2,Research Scientist,1,Single,3785,Upto 5k,No,3,2,3,1,5,0,0,1
RM008,30,26-35,No,Research & Development,1,Life Sciences,4,Male,3,Laboratory Technician,3,Divorced,2693,Upto 5k,No,4,2,2,3,1,0,0,0
RM033,30,26-35,No,Research & Development,2,Medical,4,Male,2,Laboratory Technician,3,Single,2206,Upto 5k,No,3,1,5,3,10,1,0,0
RM045,30,26-35,No,Research & Development,2,Medical,3,Female,3,Laboratory Technician,4,Single,4011,Upto 5k,No,4,4,2,3,12,3,0,1
RM081,30,26-35,No,Research & Development,1,Life Sciences,4,Male,2,Laboratory Technician,4,Married,5126,5k-10k,Yes,3,3,1,2,10,3,0,0
RM089,30,26-35,No,Research & Development,3,Life Sciences,3,Male,2,Healthcare Representative,4,Married,4152,Upto 5k,No,3,1,3,3,11,10,0,0
RM093,30,26-35,No,Sales,2,Medical,3,Female,2,Sales Executive,2,Divorced,5209,5k-10k,Yes,3,2,4,2,11,2,0,1
RM121,30,26-35,No,Research & Development,3,Life Sciences,1,Male,1,Research Scientist,3,Divorced,2613,Upto 5k,No,4,3,2,2,10,0,0,0
RM140,30,26-35,No,Human Resources,3,Human Resources,3,Male,3,Human Resources,4,Married,6347,5k-10k,Yes,3,4,2,1,11,4,0,0
RM144,30,26-35,No,Research & Development,3,Life Sciences,1,Female,3,Research Scientist,3,Single,2632,Upto 5k,No,3,3,4,2,5,0,0,1
RM146,30,26-35,No,Research & Development,3,Technical Degree,4,Female,3,Research Scientist,1,Divorced,3204,Upto 5k,No,3,4,3,3,3,2,0,1
RM147,30,26-35,No,Research & Development,1,Medical,2,Male,2,Laboratory Technician,4,Single,2720,Upto 5k,No,3,4,3,3,5,1,0,0
RM168,30,26-35,No,Sales,3,Life Sciences,2,Female,3,Sales Executive,4,Married,9419,5k-10k,No,3,3,2,3,10,7,0,1
RM174,30,26-35,No,Research & Development,3,Medical,3,Male,3,Laboratory Technician,1,Divorced,3072,Upto 5k,No,3,3,4,3,12,6,0,0
RM212,30,26-35,No,Research & Development,1,Life Sciences,3,Male,2,Manufacturing Director,3,Single,8474,5k-10k,No,4,3,2,3,11,5,0,0
RM215,30,26-35,Yes,Research & Development,3,Technical Degree,4,Female,3,Research Scientist,1,Single,2657,Upto 5k,Yes,3,3,5,3,5,0,1,1
RM217,30,26-35,Yes,Sales,4,Marketing,3,Female,2,Sales Executive,1,Single,6696,5k-10k,No,3,3,5,2,6,0,1,1
RM325,30,26-35,No,Research & Development,2,Medical,4,Female,3,Research Scientist,4,Married,5775,5k-10k,No,3,4,2,3,10,1,0,1
RM339,30,26-35,No,Sales,3,Marketing,4,Female,2,Sales Executive,3,Divorced,6118,5k-10k,No,3,3,2,3,10,1,0,1
RM355,30,26-35,No,Sales,2,Technical Degree,4,Female,3,Sales Executive,3,Married,4736,Upto 5k,Yes,3,2,2,4,2,2,0,1
RM382,30,26-35,No,Sales,1,Technical Degree,3,Male,3,Sales Representative,2,Married,2476,Upto 5k,No,3,1,3,3,1,0,0,0
RM386,30,26-35,Yes,Research & Development,3,Technical Degree,3,Male,3,Research Scientist,4,Single,2285,Upto 5k,Yes,4,3,4,3,1,0,1,0
RM403,30,26-35,No,Sales,3,Technical Degree,2,Female,3,Sales Executive,3,Single,6577,5k-10k,No,3,2,6,3,5,4,0,1
RM411,30,26-35,No,Research & Development,3,Life Sciences,3,Female,1,Manufacturing Director,4,Single,6091,5k-10k,No,4,3,2,3,5,0,0,1
RM420,30,26-35,No,Research & Development,3,Life Sciences,3,Male,3,Laboratory Technician,4,Married,2097,Upto 5k,No,3,3,3,1,5,1,0,0
RM424,30,26-35,No,Sales,4,Other,3,Female,3,Sales Executive,1,Married,8412,5k-10k,No,3,3,3,3,9,7,0,1
RM427,30,26-35,No,Research & Development,3,Medical,3,Female,3,Laboratory Technician,4,Single,2564,Upto 5k,No,3,3,2,2,11,6,0,1
RM438,30,26-35,No,Sales,1,Marketing,4,Male,3,Sales Representative,2,Single,2983,Upto 5k,No,3,1,3,3,3,1,0,0
RM481,30,26-35,Yes,Sales,4,Life Sciences,2,Male,2,Sales Representative,1,Married,2033,Upto 5k,No,3,3,2,4,1,0,1,0
RM502,30,26-35,No,Research & Development,3,Medical,3,Female,3,Research Scientist,3,Divorced,2083,Upto 5k,No,4,3,2,3,1,0,0,1
RM546,30,26-35,No,Sales,5,Marketing,3,Male,3,Sales Executive,4,Divorced,5304,5k-10k,No,4,4,2,2,8,7,0,0
RM582,30,26-35,No,Research & Development,3,Life Sciences,4,Male,1,Laboratory Technician,3,Married,3833,Upto 5k,No,4,3,2,3,2,0,0,0
RM603,30,26-35,No,Research & Development,3,Medical,3,Female,2,Manufacturing Director,4,Single,6877,5k-10k,Yes,4,2,4,2,0,0,0,1
RM624,30,26-35,No,Research & Development,4,Life Sciences,2,Male,2,Research Scientist,4,Divorced,3761,Upto 5k,No,3,2,3,2,5,0,0,0
RM703,30,26-35,No,Sales,2,Other,3,Male,3,Sales Executive,3,Divorced,7264,5k-10k,No,3,1,2,4,8,7,0,0
RM721,30,26-35,Yes,Research & Development,3,Life Sciences,1,Female,3,Research Scientist,3,Married,2132,Upto 5k,Yes,3,2,2,3,5,0,1,1
RM731,30,26-35,No,Research & Development,2,Life Sciences,2,Female,4,Research Director,1,Married,11416,10k-15k,Yes,3,3,4,2,8,1,0,1
RM733,30,26-35,Yes,Research & Development,3,Medical,2,Female,3,Laboratory Technician,2,Single,2422,Upto 5k,No,3,1,3,3,3,1,1,1
RM783,30,26-35,No,Research & Development,3,Other,3,Male,3,Manufacturing Director,1,Married,9957,5k-10k,No,3,3,1,2,6,0,0,0
RM845,30,26-35,No,Sales,3,Marketing,3,Male,2,Sales Executive,3,Married,6578,5k-10k,No,3,1,3,3,10,1,0,0
RM866,30,26-35,No,Sales,4,Life Sciences,3,Male,3,Sales Executive,1,Divorced,4115,Upto 5k,No,3,3,3,3,4,0,0,0
RM875,30,26-35,No,Research & Development,4,Life Sciences,3,Male,3,Laboratory Technician,3,Divorced,3491,Upto 5k,No,3,1,4,2,10,8,0,0
RM887,30,26-35,No,Research & Development,3,Medical,4,Male,3,Research Scientist,2,Married,3579,Upto 5k,Yes,4,1,2,3,11,5,0,0
RM932,30,26-35,No,Research & Development,2,Medical,3,Female,3,Manufacturing Director,3,Single,4695,Upto 5k,Yes,3,3,3,3,8,1,0,1
RM942,30,26-35,No,Research & Development,3,Technical Degree,1,Female,2,Laboratory Technician,4,Married,4627,Upto 5k,No,3,1,6,3,9,6,0,1
